symbol,exchange,item_type,industry_category,last_price,company_name
DCVRF,Stocks,N/A,0.41,0.41,Discovery Air Inc.
DBSA.F,Stocks,N/A,7.46,7.46,Banco Santander (Brasil) S.A.
DAB.L,Stocks,N/A,171.75,171.75,Dexion Absolute Limited
CZB.L,Stocks,N/A,9.58,9.58,Commerzbank AG
CY1K.MU,Stocks,N/A,1.65,1.65,SBF AG
CXENSE.OL,Stocks,N/A,99.50,99.50,Cxense ASA
CWI.VI,Stocks,N/A,16.60,16.60,CONWERT IMMOBILIEN INVEST SE
CUE.AX,Stocks,N/A,0.06,0.06,Cue Energy Resources Limited
CUBB.SG,Stocks,N/A,0.59,0.59,China Water Affairs Group Ltd.R
CU5A.F,Stocks,N/A,0.03,0.03,Cue Energy Resources Limited
CSV.AX,Stocks,N/A,0.47,0.47,CSG Limited
CSSA.BE,Stocks,N/A,9.57,9.57,AIROPACK TECHN. NAM. SF 5
CRS.L,Stocks,N/A,244.50,244.50,Crystal Amber Fund Limited
CRESY,Stocks,N/A,21.20,21.20,"Cresud Sociedad Anónima Comercial, Inmobiliaria, Financiera y Agropecuaria"
CRBBF,Stocks,N/A,15.84,15.84,Corby Spirit and Wine Limited
CRA1.DE,Stocks,N/A,38.95,38.95,Rio Tinto Limited
AFRNF,Stocks,N/A,0.00,0.00,Afren PLC
CNWK.DU,Stocks,N/A,5.28,5.28,CO.DON AG INH. O.N.
CNP.PA,Stocks,N/A,20.11,20.11,CNP Assurances SA
CNLMW,WARRANT,N/A,0.07,0.07,CB Pharma Acquisition Corp. - W
CNLM,Stocks,N/A,0.00,0.00,Charlemagne Capital Limited
CNF.PA,Stocks,N/A,20.30,20.30,Crédit Agricole Nord de France
CLSBP.ME,Stocks,N/A,0.13,0.13,Public Joint Stock Company Chelyabinsk Power Sale Company
CLMS,Stocks,N/A,8.28,8.28,Calamos Asset Management Inc.
CLIQ.BE,Stocks,N/A,7.83,7.83,CLIQ DIGITAL AG O.N.
CII,Stocks,N/A,14.87,14.87,"BlackRock Enhanced Capital and Income Fund, Inc."
CIE.MC,Stocks,N/A,20.04,20.04,"CIE Automotive, S.A."
CHY,Stocks,N/A,11.67,11.67,Calamos Convertible and High Income Fund
CHIA.SG,Stocks,N/A,1.41,1.41,Afkem AG
CHI,Stocks,N/A,11.17,11.17,Calamos Convertible Opportunities and Income Fund
AIB.IR,Stocks,N/A,0.00,0.00,AIB.IR
CGL.AX,Stocks,N/A,4.30,4.30,The Citadel Group Limited
CGC.AX,Stocks,N/A,4.32,4.32,Costa Group Holdings Limited
CGAAY,Stocks,N/A,5.17,5.17,Cabcharge Australia Ltd.
CGA,Stocks,N/A,1.25,1.25,"China Green Agriculture, Inc."
CEA,Stocks,N/A,26.88,26.88,China Eastern Airlines Corporation Limited
CE2.BE,Stocks,N/A,8.92,8.92,CROPENERGIES AG
CDA.PA,Stocks,N/A,25.05,25.05,Compagnie des Alpes SA
AVANTIFEED-EQ.NS,Stocks,N/A,884.15,884.15,AVANTI FEEDS INR2
CCD,Stocks,N/A,19.72,19.72,Calamos Dynamic Convertible and Income Fund
CBL,Stocks,N/A,8.34,8.34,"CBL & Associates Properties, Inc."
CBAUF,Stocks,N/A,62.83,62.83,Commonwealth Bank of Australia
CB7.DU,Stocks,N/A,14.76,14.76,Solvesta AG
CAST.ST,Stocks,N/A,124.50,124.50,Castellum AB (publ)
CARL-A.CO,Stocks,N/A,672.50,672.50,Carlsberg A/S
CAQ.AX,Stocks,N/A,0.14,0.14,CAQ Holdings Limited
CAML.L,Stocks,N/A,228.75,228.75,Central Asia Metals Plc
CALI,Stocks,N/A,2.78,2.78,China Auto Logistics Inc.
CALI3.SA,Stocks,N/A,112.90,112.90,CONST A LINDON
CACC,Stocks,N/A,215.62,215.62,Credit Acceptance Corporation
BZY.BE,Stocks,N/A,20.92,20.92,CA IMMOB.ANL.
BZ9.F,Stocks,N/A,32.43,32.43,Booz Allen Hamilton Holding Corporation
BXZ.SG,Stocks,N/A,7.87,7.87,BANK OF QUEENSLAND LTD. Registe
CGFAY,Stocks,N/A,0.00,0.00,CONTL COAL LTD SPONS ADR EA REP
BVB.DE,Stocks,N/A,5.91,5.91,Borussia Dortmund GmbH & Co. Kommanditgesellschaft auf Aktien
BTZ,Stocks,N/A,13.40,13.40,BlackRock Credit Allocation Income Trust
BTQA.MU,Stocks,N/A,17.30,17.30,"BT GROUP ADR/10 LS 1,15"
BTQA.F,Stocks,N/A,18.29,18.29,"BT GROUP ADR/10 LS 1,15"
BST,Stocks,N/A,21.93,21.93,BlackRock Science and Technology Trust
BSR.AX,Stocks,N/A,0.02,0.02,Bassari Resources Limited
BSE.L,Stocks,N/A,18.50,18.50,Base Resources Limited
BSD.PA,Stocks,N/A,1.75,1.75,Bourse Direct Société Anonyme
BRNA.L,Stocks,N/A,160.00,160.00,BlackRock North American Ord
BRLA.L,Stocks,N/A,429.00,429.00,BlackRock Latin American Ord
BRKS,Stocks,N/A,26.30,26.30,"Brooks Automation, Inc."
BRIG.L,Stocks,N/A,200.75,200.75,BlackRock Income and Growth Investment Trust plc
BPTY.L,Stocks,N/A,0.00,0.00,bwin.party digital entertainment plc
BOUVET.OL,Stocks,N/A,147.50,147.50,Bouvet ASA
BOSS.DE,Stocks,N/A,69.18,69.18,Hugo Boss AG
BOCON-B.CO,Stocks,N/A,480.00,480.00,BoConcept Holding A/S
BLVDU,Stocks,N/A,10.33,10.33,Boulevard Acquisition Corp. II
9EA.SG,Stocks,N/A,0.02,0.02,NatureBank Asset Mgmt Inc. Regi
BLCYT.IS,Stocks,N/A,1.46,1.46,Bilici Yatirim Sanayi ve Ticaret A.S.
BION.SW,Stocks,N/A,55.50,55.50,BB Biotech AG
BINV.ST,Stocks,N/A,2.34,2.34,BioInvent International AB
BHEK.HM,Stocks,N/A,0.52,0.52,Aves One AG
BHAC,Stocks,N/A,10.22,10.22,Barington/Hilco Acquisition Corp.
BGLEP,Stocks,N/A,100.20,100.20,Baltimore Gas and Electric Company
BEIA-B.ST,Stocks,N/A,262.50,262.50,Beijer Alma AB (publ)
BEAV,Stocks,N/A,64.47,64.47,"B/E Aerospace, Inc."
BEAN.SW,Stocks,N/A,3745.00,3745.00,Belimo Holding AG
BBCA.JK,Stocks,N/A,17775.00,17775.00,Bank Central Asia Tbk.
BAYA.F,Stocks,N/A,114.48,114.48,Bayer Aktiengesellschaft
BARN.SW,Stocks,N/A,1397.00,1397.00,Barry Callebaut AG
BAM,Stocks,N/A,37.74,37.74,Brookfield Asset Management Inc.
BAL.AX,Stocks,N/A,5.60,5.60,Bellamy's Australia Limited
BAH,Stocks,N/A,35.84,35.84,Booz Allen Hamilton Holding Corporation
BABWF,Stocks,N/A,7.83,7.83,"International Consolidated Airlines Group, S.A."
B8F.L,Stocks,N/A,0.00,0.00,Biofrontera AG
AZN.ST,Stocks,N/A,534.00,534.00,AstraZeneca PLC
AYO.DE,Stocks,N/A,0.03,0.03,Abengoa SA
AYA,Stocks,N/A,17.85,17.85,Amaya Inc.
AYA.TO,Stocks,N/A,24.41,24.41,Amaya Inc.
AYA.F,Stocks,N/A,15.84,15.84,"American Axle & Manufacturing Holdings, Inc."
AXS.L,Stocks,N/A,77.25,77.25,Accsys Technologies Plc
AXP.SG,Stocks,N/A,116.97,116.97,ALEXION PHARMACEUTICALS INC. Re
AXN,Stocks,N/A,0.36,0.36,"Aoxing Pharmaceutical Company, Inc."
AXL,Stocks,N/A,17.57,17.57,"American Axle & Manufacturing Holdings, Inc."
AXISCADES.NS,Stocks,N/A,160.40,160.40,AXISCADES Engineering Technologies Limited
AXGN,Stocks,N/A,12.70,12.70,"AxoGen, Inc."
AXAS,Stocks,N/A,1.72,1.72,Abraxas Petroleum Corporation
AXANF,Stocks,N/A,3.20,3.20,Axia NetMedia Corporation
AWP,Stocks,N/A,5.94,5.94,Alpine Global Premier Properties Fund
AWO.AX,Stocks,N/A,0.00,0.00,IOT Group Limited
AWK,Stocks,N/A,76.65,76.65,"American Water Works Company, Inc."
AWI,Stocks,N/A,45.85,45.85,"Armstrong World Industries, Inc."
AW9U.SI,Stocks,N/A,1.35,1.35,First Real Estate Investment Trust
AVXL,Stocks,N/A,5.99,5.99,Anavex Life Sciences Corp.
AVV,Stocks,N/A,25.63,25.63,Aviva plc Subordinated Capital
AVV.L,Stocks,N/A,2023.00,2023.00,AVEVA Group plc
AVT,Stocks,N/A,37.28,37.28,"Avnet, Inc."
AVS.L,Stocks,N/A,645.46,645.46,Avesco Group plc
AVO.L,Stocks,N/A,21.00,21.00,Advanced Oncotherapy Plc
AARTIDRUGS-EQ.NS,Stocks,N/A,529.35,529.35,AARTI DRUGS LTD INR10
AVN.AX,Stocks,N/A,2.45,2.45,Aventus Retail Property Fund
AVD,Stocks,N/A,17.75,17.75,American Vanguard Corporation
AV-UN.TO,Stocks,N/A,10.61,10.61,Aston Hill Advantage VIP Income Fund
AUY,Stocks,N/A,2.48,2.48,Yamana Gold Inc.
AUSS.OL,Stocks,N/A,71.00,71.00,Austevoll Seafood ASA
AUR.L,Stocks,N/A,7.63,7.63,Shearwater Group PLC
AUQ.AX,Stocks,N/A,0.02,0.02,Alara Resources Limited
AUPH,Stocks,N/A,7.02,7.02,Aurinia Pharmaceuticals Inc.
AUMAW,Stocks,N/A,0.07,0.07,Axar Acquisition Corp.
AUMAU,Stocks,N/A,0.00,0.00,AR Capital Acquisition Corp.
AUMA,Stocks,N/A,9.95,9.95,Axar Acquisition Corp.
AUKT.L,Stocks,N/A,350.00,350.00,Aberdeen UK Tracker Ord
AUGUF,Stocks,N/A,0.08,0.08,Augustine Ventures Inc.
AUG.L,Stocks,N/A,66.00,66.00,Augean plc
AUDC,Stocks,N/A,6.47,6.47,AudioCodes Ltd.
ATY.V,Stocks,N/A,0.73,0.73,Atico Mining Corporation
ATWT,Stocks,N/A,0.00,0.00,"ATWEC Technologies, Inc."
ATW,Stocks,N/A,7.92,7.92,"Atwood Oceanics, Inc."
ATV,Stocks,N/A,10.53,10.53,"Acorn International, Inc."
ATTO,Stocks,N/A,9.85,9.85,Atento S.A.
ATTIK.AT,Stocks,N/A,0.01,0.01,Atti-Kat S.A.
ATT.L,Stocks,N/A,954.00,954.00,Allianz Technology Trust Ord
ATSG,Stocks,N/A,22.99,22.99,"Air Transport Services Group, Inc."
ATRS,Stocks,N/A,2.99,2.99,"Antares Pharma, Inc."
ATRI,Stocks,N/A,515.55,515.55,Atrion Corporation
ATPK.JK,Stocks,N/A,194.00,194.00,Bara Jaya Internasional Tbk.
ATOS,Stocks,N/A,0.61,0.61,Atossa Genetics Inc.
ATOR,Stocks,N/A,1.25,1.25,Astor Explorations Corp.
ATOC,Stocks,N/A,0.38,0.38,"Atomic Paintball, Inc."
ATO,Stocks,N/A,82.17,82.17,Atmos Energy Corporation
ATO.PA,Stocks,N/A,126.75,126.75,Atos SE
ATNY,Stocks,N/A,2.00,2.00,API Technologies Corp.
ATNM,Stocks,N/A,1.38,1.38,"Actinium Pharmaceuticals, Inc."
ATMRF,Stocks,N/A,12.30,12.30,Altamir Ord
ATM.NZ,Stocks,N/A,3.47,3.47,The a2 Milk Company Limited
ATLN.VX,Stocks,N/A,276.00,276.00,ACTELION N
ATHX,Stocks,N/A,1.40,1.40,"Athersys, Inc."
ATHM,Stocks,N/A,35.13,35.13,Autohome Inc.
ATE,Stocks,N/A,9.80,9.80,Advantest Corporation
ATCN,Stocks,N/A,5.00,5.00,"Atec, Inc."
ATAR,Stocks,N/A,0.00,0.00,Avatar Ventures Corp.
AT,Stocks,N/A,2.40,2.40,Atlantic Power Corporation
ASYS,Stocks,N/A,7.23,7.23,"Amtech Systems, Inc."
ASXFF,Stocks,N/A,37.10,37.10,ASX Limited
ASX.F,Stocks,N/A,0.95,0.95,PT Astra Agro Lestari Tbk
ASUR,Stocks,N/A,11.10,11.10,"Asure Software, Inc."
ASTRAL.BO,Stocks,N/A,545.85,545.85,Astral Poly Technik Limited
ASTO.L,Stocks,N/A,310.00,310.00,AssetCo plc
AST,Stocks,N/A,3.05,3.05,"Asterias Biotherapeutics, Inc."
ASI1.F,Stocks,N/A,15.92,15.92,ASICS Corporation
ASFI,Stocks,N/A,7.35,7.35,"Asta Funding, Inc."
ASCL.L,Stocks,N/A,331.10,331.10,Ascential plc
ASCH.L,Mutual fund,N/A,292.00,292.00,Aberdeen Smaller Companies Inc Ord
ASB,Stocks,N/A,25.45,25.45,Associated Banc-Corp
ASB.AX,Stocks,N/A,1.76,1.76,Austal Limited
AS7.MU,Stocks,N/A,2.60,2.60,"ANTA SPORTS PROD. HD-,10"
ARWAW,WARRANT,N/A,0.29,0.29,Arowana Inc. - warrant
ARWAR,Stocks,N/A,0.55,0.55,Arowana Inc. - Rights
ARW,Stocks,N/A,76.54,76.54,"Arrow Electronics, Inc."
ARUXF,Stocks,N/A,0.21,0.21,Acrux Limited
ARUMUGA.BO,Stocks,N/A,55.60,55.60,SRI ARUMUGA ENTERPRISE LIMITED
ARTW,Stocks,N/A,3.30,3.30,"Art's-Way Manufacturing Co., Inc."
ARTNA,Stocks,N/A,37.08,37.08,Artesian Resources Corporation
ARRY,Stocks,N/A,7.18,7.18,Array BioPharma Inc.
ARRB.F,Stocks,N/A,7.14,7.14,ArcelorMittal
ARQL,Stocks,N/A,1.02,1.02,"ArQule, Inc."
DLS.AX,Stocks,N/A,0.69,0.69,"Drillsearch Energy, Ltd."
ARP,Stocks,N/A,0.32,0.32,"Atlas Resource Partners, L.P."
AROMAENT.BO,Stocks,N/A,41.80,41.80,AROMA ENTERPRISES (INDIA) LTD.
ARMSPAPER.BO,Stocks,N/A,1.52,1.52,Arms Paper Ltd
ARIS,Stocks,N/A,5.21,5.21,"ARI Network Services, Inc."
ARII,Stocks,N/A,38.73,38.73,"American Railcar Industries, Inc."
ARIA,Stocks,N/A,23.99,23.99,"ARIAD Pharmaceuticals, Inc."
ARH-PC,Stocks,N/A,25.32,25.32,Arch Capital Group Ltd.
ARGX.BR,Stocks,N/A,16.59,16.59,arGEN-X N.V.
ARGO.L,Stocks,N/A,15.00,15.00,Argo Group Limited
AREX,Stocks,N/A,2.28,2.28,"Approach Resources, Inc."
ARDN.L,Stocks,N/A,33.50,33.50,Arden Partners plc
ARDM,Stocks,N/A,1.06,1.06,Aradigm Corporation
ARCX,Stocks,N/A,14.57,14.57,Arc Logistics Partners LP
ARCW,Stocks,N/A,3.27,3.27,"ARC Group Worldwide, Inc."
ARCO,Stocks,N/A,9.15,9.15,Arcos Dorados Holdings Inc.
ARCM.ST,Stocks,N/A,311.50,311.50,Arcam AB
ARCI,Stocks,N/A,0.87,0.87,"Appliance Recycling Centers of America, Inc."
ARBU,Stocks,N/A,0.02,0.02,American Business Corp.
ARBB.L,Stocks,N/A,1500.00,1500.00,Arbuthnot Banking Group PLC
ARAY,Stocks,N/A,4.15,4.15,Accuray Incorporated
ARAFF,Stocks,N/A,0.04,0.04,Arafura Resources Limited
AR,Stocks,N/A,21.25,21.25,Antero Resources Corporation
AQZ.AX,Stocks,N/A,0.69,0.69,Alliance Aviation Services Limited
AQXP,Stocks,N/A,14.01,14.01,"Aquinox Pharmaceuticals, Inc."
AQUA.OL,Stocks,N/A,3.80,3.80,Aqualis ASA
AQU.AX,Stocks,N/A,0.10,0.10,Aquaint Capital Holdings Limited
AQBT,Stocks,N/A,0.30,0.30,"AquaBounty Technologies, Inc."
AQ4.MU,Stocks,N/A,6.43,6.43,AMEC FOSTER WHEELER LS-50
APTO,Stocks,N/A,1.25,1.25,Aptose Biosciences Inc.
APR.L,Stocks,N/A,0.00,0.00,APR.L
APPS.MC,Stocks,N/A,11.77,11.77,"Applus Services, S.A."
APPO,Stocks,N/A,0.11,0.11,"AlphaPoint Technology, Inc."
APPF,Stocks,N/A,26.00,26.00,"AppFolio, Inc."
APP,Stocks,N/A,0.00,0.00,"American Apparel, Inc."
APP.OL,Stocks,N/A,0.96,0.96,Apptix ASA
APP-H.V,N/A,N/A,N/A,N/A,N/A
APOS.TA,Stocks,N/A,106.30,106.30,Aposense Ltd.
APLE,Stocks,N/A,19.16,19.16,"Apple Hospitality REIT, Inc."
APH,Stocks,N/A,72.13,72.13,Amphenol Corporation
APGN.L,Stocks,N/A,399.50,399.50,Applegreen Plc
APF,Stocks,N/A,15.81,15.81,"Morgan Stanley Asia-Pacific Fund, Inc."
APEI,Stocks,N/A,22.48,22.48,"American Public Education, Inc."
APDNW,Stocks,N/A,0.39,0.39,Applied DNA Sciences Inc - Warr
APB,Stocks,N/A,12.25,12.25,"The Asia Pacific Fund, Inc."
APARINDS.NS,Stocks,N/A,796.05,796.05,Apar Industries Limited
APA.AX,Stocks,N/A,9.43,9.43,APA Group
AP,Stocks,N/A,14.75,14.75,Ampco-Pittsburgh Corporation
AON.AX,Stocks,N/A,0.21,0.21,Apollo Minerals Limited
AOD.AX,Stocks,N/A,0.69,0.69,Aurora Dividend Income Trust
AOC.MU,Stocks,N/A,0.42,0.42,ALUMINUM CORP. CHINA YC 1
ANW.L,Stocks,N/A,514.75,514.75,Aberdeen New Thai Ord
ANVS,Stocks,N/A,0.03,0.03,"ANV Security Group, Inc."
ANTM,Stocks,N/A,180.30,180.30,"Anthem, Inc."
ANSS,Stocks,N/A,121.20,121.20,"Ansys, Inc."
ANR,Stocks,N/A,0.00,0.00,"Alpha Natural Resources, Inc."
ANN.AX,Stocks,N/A,23.73,23.73,Ansell Limited
ANIM3F.SA,N/A,N/A,N/A,N/A,N/A
ANIK,Stocks,N/A,44.75,44.75,"Anika Therapeutics, Inc."
ANGO,Stocks,N/A,15.64,15.64,"AngioDynamics, Inc."
ANFGY,Stocks,N/A,12.93,12.93,Antofagasta plc
ANFGF,Stocks,N/A,9.88,9.88,Antofagasta plc
ANF.V,Stocks,N/A,0.49,0.49,Anfield Gold Corp.
ANDHRACEMT.BO,Stocks,N/A,9.98,9.98,ANDHRA CEMENTS LTD.
ANDAU,Stocks,N/A,10.90,10.90,Andina Acquisition Corp. II
ANDA,Stocks,N/A,10.15,10.15,Andina Acquisition Corp. II
ANCX,Stocks,N/A,28.84,28.84,Access National Corporation
ANCR.L,Stocks,N/A,412.50,412.50,Animalcare Group plc
ANANDCR.BO,Stocks,N/A,0.50,0.50,ANAND CREDIT LTD.
ANAD,Stocks,N/A,0.85,0.85,"Anadigics, Inc."
AN,Stocks,N/A,40.74,40.74,"AutoNation, Inc."
AMTD,Stocks,N/A,38.96,38.96,TD Ameritrade Holding Corporation
AMSG,Stocks,N/A,67.75,67.75,AmSurg Corp.
AMSF,Stocks,N/A,55.90,55.90,"Amerisafe, Inc."
AMSC,Stocks,N/A,4.00,4.00,American Superconductor Corporation
AMSC.OL,Stocks,N/A,26.60,26.60,American Shipping Company ASA
AMS.SW,Stocks,N/A,63.95,63.95,ams AG
AMPH,Stocks,N/A,15.00,15.00,"Amphastar Pharmaceuticals, Inc."
AMO.L,Stocks,N/A,211.00,211.00,Amino Technologies plc
AMMJ,Stocks,N/A,0.60,0.60,"American Cannabis Company, Inc."
AMM.TO,Stocks,N/A,1.84,1.84,Almaden Minerals Ltd.
AMK.V,Stocks,N/A,0.04,0.04,American Creek Resources Ltd.
AMIH,Stocks,N/A,2.50,2.50,American International Holdings Corp.
AMID,Stocks,N/A,13.35,13.35,"American Midstream Partners, LP"
AMG,Stocks,N/A,154.71,154.71,"Affiliated Managers Group, Inc."
AMFG.JK,Stocks,N/A,6375.00,6375.00,Asahimas Flat Glass Tbk.
AMED.L,Stocks,N/A,21.00,21.00,Amedeo Resources plc
AMDA,Stocks,N/A,0.37,0.37,Amedica Corporation
AMCBF,Stocks,N/A,5.70,5.70,Amec Foster Wheeler plc
AMBR.L,Stocks,N/A,2.25,2.25,Ambrian Plc
AMBA,Stocks,N/A,58.24,58.24,"Ambarella, Inc."
AMARJOTHI.BO,Stocks,N/A,215.05,215.05,AMARJOTHI SPINNING MILLS LTD.
AMA.AX,Stocks,N/A,1.07,1.07,AMA Group Limited
AM,Stocks,N/A,33.53,33.53,Antero Midstream Partners LP
AM17.BA,Stocks,N/A,105.33,105.33,ARGENTINA(REP OF) FRN 03/2017 A
AM.PA,Stocks,N/A,1289.65,1289.65,Dassault Aviation S.A.
ALXXF,Stocks,N/A,0.24,0.24,Avante Logixx Inc.
ALX,Stocks,N/A,411.32,411.32,"Alexander's, Inc."
ALVN.MX,Stocks,N/A,3618.69,3618.69,Allianz SE
ALV,Stocks,N/A,103.83,103.83,"Autoliv, Inc."
ALUT.PA,Stocks,N/A,3.10,3.10,Alcatel-Lucent
ALUMS.PA,Stocks,N/A,79.89,79.89,Umanis SA
ALUCI.PA,Stocks,N/A,4.40,4.40,Lucibel SA
ALTA.PA,Stocks,N/A,190.70,190.70,Altarea SCA
ALT.PA,Stocks,N/A,16.00,16.00,Altran Technologies S.A.
ALT.L,Stocks,N/A,76.50,76.50,Altitude Group plc
ALSK,Stocks,N/A,2.18,2.18,"Alaska Communications Systems Group, Inc."
ALSEN.PA,Stocks,N/A,4.40,4.40,Sensorion SA
ALPRO.PA,Stocks,N/A,7.65,7.65,Prodware
ALPCI.PA,Stocks,N/A,3.50,3.50,Primecity Investment Plc
ALOG,Stocks,N/A,73.20,73.20,Analogic Corporation
ALO.L,Stocks,N/A,0.06,0.06,Alecto Minerals plc
ALNY,Stocks,N/A,55.07,55.07,"Alnylam Pharmaceuticals, Inc."
ALM.MC,Stocks,N/A,16.60,16.60,"Almirall, S.A."
ALLG.L,Stocks,N/A,1.75,1.75,All Leisure Group Plc
ALLE,Stocks,N/A,77.50,77.50,Allegion plc
ALIM,Stocks,N/A,1.53,1.53,"Alimera Sciences, Inc."
ALGT,Stocks,N/A,147.45,147.45,Allegiant Travel Company
ALFAICA.BO,Stocks,N/A,59.50,59.50,Alfa ICA (India) Ltd.
ALFA.ST,Stocks,N/A,180.00,180.00,Alfa Laval AB (publ)
ALF.L,Stocks,N/A,0.16,0.16,Alternative Liquidity Fund Limited
ALEX,Stocks,N/A,41.95,41.95,"Alexander & Baldwin, Inc."
ALDW,Stocks,N/A,9.00,9.00,"Alon USA Partners, LP"
ALAD,Stocks,N/A,0.18,0.18,"Aladdin International, Inc."
AKVA.OL,Stocks,N/A,68.50,68.50,AKVA Group ASA
AKTX,Stocks,N/A,13.18,13.18,"Akari Therapeutics, Plc"
AKSO.OL,Stocks,N/A,46.62,46.62,Aker Solutions
AKRN.L,Stocks,N/A,5.40,5.40,Public Joint Stock Company Acron
AKR,Stocks,N/A,28.75,28.75,Acadia Realty Trust
AKR.L,Stocks,N/A,130.00,130.00,"Akers Biosciences, Inc."
AKOB.F,Stocks,N/A,22.02,22.02,Embotelladora Andina S.A.
AKN.F,Stocks,N/A,45.35,45.35,"Aisin Seiki Co., Ltd."
AJRD,Stocks,N/A,22.09,22.09,"Aerojet Rocketdyne Holdings, Inc."
AJIT.L,Stocks,N/A,533.00,533.00,Aberdeen Japan Ord
AIXA.DE,Stocks,N/A,5.28,5.28,Aixtron SE
AIW,Stocks,N/A,24.25,24.25,Arlington Asset Investment Corp.
AIV,Stocks,N/A,43.96,43.96,Apartment Investment and Management Company
AIRO,Stocks,N/A,4.75,4.75,Airspan Networks Inc.
AIRM,Stocks,N/A,42.95,42.95,Air Methods Corporation
AIR.SW,Stocks,N/A,74.40,74.40,Airbus SE
AIR.NZ,Stocks,N/A,2.67,2.67,Air New Zealand Limited
AIN,Stocks,N/A,47.35,47.35,Albany International Corp.
AIMC,Stocks,N/A,43.30,43.30,Altra Industrial Motion Corp.
AIM.TO,Stocks,N/A,8.84,8.84,Aimia Inc.
AILIH,Stocks,N/A,96.00,96.00,Ameren Illinois Company
AIEA.L,Stocks,N/A,32.50,32.50,AIREA plc
AIE.BE,Stocks,N/A,0.16,0.16,"AP OIL INTEL SD-,05"
AIBSF,Stocks,N/A,6.00,6.00,"Allied Irish Banks, p.l.c."
AIB,Stocks,N/A,25.35,25.35,Apollo Investment Corporation 6
AIA.L,Stocks,N/A,41.10,41.10,Altin AG
AHT-PA,Stocks,N/A,25.58,25.58,"Ashford Hospitality Trust, Inc."
AHR.V,Stocks,N/A,0.15,0.15,Amarc Resources Ltd.
AHPI,Stocks,N/A,1.77,1.77,"Allied Healthcare Products, Inc."
AHL,Stocks,N/A,51.55,51.55,Aspen Insurance Holdings Limited
AHC,Stocks,N/A,6.10,6.10,A.H. Belo Corporation
AHC.SG,Stocks,N/A,43.01,43.01,Hess Corp. Registered Shares DL
AH.AS,Stocks,N/A,21.70,21.70,AHOLD KON
AGYS,Stocks,N/A,10.03,10.03,"Agilysys, Inc."
AGTC,Stocks,N/A,5.75,5.75,Applied Genetic Technologies Corporation
AGTA.L,Stocks,N/A,0.18,0.18,Agriterra Limited
AGS.BR,Stocks,N/A,39.04,39.04,ageas SA/NV
AGRX,Stocks,N/A,3.37,3.37,"Agile Therapeutics, Inc."
AGRPY,Stocks,N/A,21.52,21.52,Barclays Africa Group Limited
AGRO,Stocks,N/A,11.40,11.40,Adecoagro S.A.
AGP.L,Stocks,N/A,34.00,34.00,Asian Growth Properties Limited
AGOU.L,Stocks,N/A,3.49,3.49,Ashmore Global Opportunities Ltd
AGO,Stocks,N/A,39.20,39.20,Assured Guaranty Ltd.
AGNCB,Stocks,N/A,26.19,26.19,AGNC Investment Corp.
AGNC,Stocks,N/A,20.19,20.19,AGNC Investment Corp.
AGMJF,Stocks,N/A,8.85,8.85,Algoma Central Corporation
AGIT.L,Stocks,N/A,249.00,249.00,Aberforth Geared Income Ord/Inc
AGIO,Stocks,N/A,49.98,49.98,"Agios Pharmaceuticals, Inc."
AGIIL,Stocks,N/A,25.55,25.55,Argo Group International Holdin
AGFSW,Stocks,N/A,0.49,0.49,"AgroFresh Solutions, Inc. - War"
AGEN,Stocks,N/A,3.78,3.78,Agenus Inc.
AGCO,Stocks,N/A,64.00,64.00,AGCO Corporation
AFX.DE,Stocks,N/A,42.74,42.74,Carl Zeiss Meditec AG
AFW,Stocks,N/A,25.56,25.56,"American Financial Group, Inc."
AFT,Stocks,N/A,17.34,17.34,Apollo Senior Floating Rate Fund Inc.
AFSI,Stocks,N/A,15.60,15.60,"AmTrust Financial Services, Inc."
AFS.L,Stocks,N/A,121.00,121.00,Amiad Water Systems Ltd
AFRK.L,Stocks,N/A,87.50,87.50,Afarak Group Oyj
AFRI.L,Stocks,N/A,0.00,0.00,AfriAg plc
AFRB.L,Stocks,N/A,0.21,0.21,AFI Development PLC
AFMD,Stocks,N/A,2.20,2.20,Affimed N.V.
AFID.L,Stocks,N/A,0.09,0.09,AFI Development PLC
AFH,Stocks,N/A,12.65,12.65,"Atlas Financial Holdings, Inc."
AFGH,Stocks,N/A,26.54,26.54,"American Financial Group, Inc."
AFGE,Stocks,N/A,26.63,26.63,"American Financial Group, Inc."
AFG,Stocks,N/A,99.49,99.49,"American Financial Group, Inc."
AFFW,Stocks,N/A,7.99,7.99,Affinity Mediaworks Corp
AFC,Stocks,N/A,25.53,25.53,Allied Capital Corporation
AFBG,Stocks,N/A,0.09,0.09,"American Fiber Green Products, Inc."
AFA,Stocks,N/A,25.40,25.40,"American Financial Group, Inc."
AEZS,Stocks,N/A,0.89,0.89,Aeterna Zentaris Inc.
AEZ.TO,Stocks,N/A,4.02,4.02,Aeterna Zentaris Inc.
AEY,Stocks,N/A,1.80,1.80,"ADDvantage Technologies Group, Inc."
AEY.L,Stocks,N/A,2.41,2.41,Antrim Energy Inc.
AETI,Stocks,N/A,1.75,1.75,"American Electric Technologies, Inc"
AER,Stocks,N/A,44.99,44.99,AerCap Holdings N.V.
AEO,Stocks,N/A,14.20,14.20,"American Eagle Outfitters, Inc."
AENF.F,Stocks,N/A,4.73,4.73,AEGON N.V.
